year,val,cutoff,percentile,country
2004,7827,cop5,5,Ireland
2007,9672,cop5,5,Ireland
2010,8196,cop5,5,Ireland
1986,4185,cop5,5,Israel
1992,4895,cop5,5,Israel
1997,4359,cop5,5,Israel
2001,4968,cop5,5,Israel
2005,3858,cop5,5,Israel
2007,4258,cop5,5,Israel
2010,4233,cop5,5,Israel
1986,4711,cop5,5,Italy
1987,4653,cop5,5,Italy
1989,5959,cop5,5,Italy
1991,6247,cop5,5,Italy
1993,4241,cop5,5,Italy
1995,4054,cop5,5,Italy
1998,4294,cop5,5,Italy
2000,4767,cop5,5,Italy
2004,5155,cop5,5,Italy
2008,5910,cop5,5,Italy
2010,5011,cop5,5,Italy
1985,8882,cop5,5,Luxembourg
1991,13654,cop5,5,Luxembourg
1994,14712,cop5,5,Luxembourg
1997,13300,cop5,5,Luxembourg
2000,13970,cop5,5,Luxembourg
2004,15231,cop5,5,Luxembourg
2007,15191,cop5,5,Luxembourg
2010,15875,cop5,5,Luxembourg
1989,962,cop5,5,Mexico
1992,952,cop5,5,Mexico
1994,998,cop5,5,Mexico
1996,795,cop5,5,Mexico
1998,693,cop5,5,Mexico
2000,898,cop5,5,Mexico
2002,972,cop5,5,Mexico
2004,979,cop5,5,Mexico
2008,1140,cop5,5,Mexico
2010,1021,cop5,5,Mexico
1983,7213,cop5,5,Netherlands
1987,8689,cop5,5,Netherlands
1990,8871,cop5,5,Netherlands
1993,7412,cop5,5,Netherlands
1999,10584,cop5,5,Netherlands
2004,9601,cop5,5,Netherlands
2007,11309,cop5,5,Netherlands
2010,11254,cop5,5,Netherlands
1979,6791,cop5,5,Norway
1986,8430,cop5,5,Norway
1991,8930,cop5,5,Norway
1995,9729,cop5,5,Norway
2000,10393,cop5,5,Norway
2004,10898,cop5,5,Norway
1995,1690,cop5,5,Poland
1999,2577,cop5,5,Poland
2004,2343,cop5,5,Poland
2007,3016,cop5,5,Poland
2010,3504,cop5,5,Poland
1980,3366,cop5,5,Spain
1985,3493,cop5,5,Spain
1990,4637,cop5,5,Spain
1995,3737,cop5,5,Spain
2000,5677,cop5,5,Spain
2004,5542,cop5,5,Spain
2007,6138,cop5,5,Spain
2010,4112,cop5,5,Spain
1981,6203,cop5,5,Sweden
1987,6107,cop5,5,Sweden
1992,6897,cop5,5,Sweden
1995,6151,cop5,5,Sweden
2000,7801,cop5,5,Sweden
2005,9611,cop5,5,Sweden
1982,10261,cop5,5,Switzerland
1992,6980,cop5,5,Switzerland
2000,10978,cop5,5,Switzerland
2002,11384,cop5,5,Switzerland
2004,10504,cop5,5,Switzerland
1979,5683,cop5,5,United Kingdom
1986,5421,cop5,5,United Kingdom
1991,5678,cop5,5,United Kingdom
1994,6646,cop5,5,United Kingdom
1995,5814,cop5,5,United Kingdom
1999,6871,cop5,5,United Kingdom
2004,8418,cop5,5,United Kingdom
2007,6810,cop5,5,United Kingdom
2010,6781,cop5,5,United Kingdom
1979,7143,cop5,5,United States
1986,6753,cop5,5,United States
1991,6674,cop5,5,United States
1994,6503,cop5,5,United States
1997,7142,cop5,5,United States
2000,7809,cop5,5,United States
2004,7226,cop5,5,United States
2007,7285,cop5,5,United States
2010,6410,cop5,5,United States
1981,8290,cop10,10,Australia
1985,8222,cop10,10,Australia
1989,8190,cop10,10,Australia
1995,7776,cop10,10,Australia
2001,8474,cop10,10,Australia
2003,8583,cop10,10,Australia
1987,11154,cop10,10,Austria
1994,11032,cop10,10,Austria
1995,8961,cop10,10,Austria
1997,10829,cop10,10,Austria
2000,11901,cop10,10,Austria
2004,12808,cop10,10,Austria
1985,8920,cop10,10,Belgium
1988,9182,cop10,10,Belgium
1992,9942,cop10,10,Belgium
1995,9864,cop10,10,Belgium
1997,9951,cop10,10,Belgium
2000,10531,cop10,10,Belgium
1981,9799,cop10,10,Canada
1987,10531,cop10,10,Canada
1991,10680,cop10,10,Canada
1994,10575,cop10,10,Canada
1997,10285,cop10,10,Canada
1998,10070,cop10,10,Canada
2000,10307,cop10,10,Canada
2004,10657,cop10,10,Canada
2007,12062,cop10,10,Canada
2010,12239,cop10,10,Canada
1987,9387,cop10,10,Denmark
1992,9901,cop10,10,Denmark
1995,11218,cop10,10,Denmark
2000,11635,cop10,10,Denmark
2004,12160,cop10,10,Denmark
2000,2258,cop10,10,Estonia
2004,2963,cop10,10,Estonia
2007,4575,cop10,10,Estonia
2010,4205,cop10,10,Estonia
1987,8721,cop10,10,Finland
1991,9548,cop10,10,Finland
1995,8904,cop10,10,Finland
2000,9158,cop10,10,Finland
2004,10073,cop10,10,Finland
2007,10612,cop10,10,Finland
2010,10996,cop10,10,Finland
1978,6853,cop10,10,France
1984,7068,cop10,10,France
1989,8372,cop10,10,France
1994,9424,cop10,10,France
2000,9627,cop10,10,France
2005,9609,cop10,10,France
1981,10631,cop10,10,Germany
1983,12152,cop10,10,Germany
1984,9581,cop10,10,Germany
1989,11413,cop10,10,Germany
1994,10629,cop10,10,Germany
2000,11552,cop10,10,Germany
2004,11084,cop10,10,Germany
2007,10858,cop10,10,Germany
2010,10612,cop10,10,Germany
1995,4299,cop10,10,Greece
2000,5273,cop10,10,Greece
2004,6830,cop10,10,Greece
2007,7662,cop10,10,Greece
2010,6543,cop10,10,Greece
1987,4647,cop10,10,Ireland
1994,6028,cop10,10,Ireland
1995,6124,cop10,10,Ireland
1996,6425,cop10,10,Ireland
2000,7606,cop10,10,Ireland
2004,9262,cop10,10,Ireland
2007,11200,cop10,10,Ireland
2010,9902,cop10,10,Ireland
1986,4931,cop10,10,Israel
1992,6076,cop10,10,Israel
1997,5337,cop10,10,Israel
2001,5925,cop10,10,Israel
2005,5068,cop10,10,Israel
2007,5569,cop10,10,Israel
2010,5562,cop10,10,Israel
1986,6035,cop10,10,Italy
1987,6251,cop10,10,Italy
1989,7379,cop10,10,Italy
1991,7470,cop10,10,Italy
1993,6152,cop10,10,Italy
1995,5871,cop10,10,Italy
1998,6161,cop10,10,Italy
2000,6474,cop10,10,Italy
2004,6853,cop10,10,Italy
2008,7370,cop10,10,Italy
2010,6944,cop10,10,Italy
1985,10043,cop10,10,Luxembourg
1991,14864,cop10,10,Luxembourg
1994,16711,cop10,10,Luxembourg
1997,15603,cop10,10,Luxembourg
2000,17082,cop10,10,Luxembourg
2004,18016,cop10,10,Luxembourg
2007,18619,cop10,10,Luxembourg
2010,18729,cop10,10,Luxembourg
1989,1356,cop10,10,Mexico
1992,1360,cop10,10,Mexico
1994,1333,cop10,10,Mexico
1996,1075,cop10,10,Mexico
1998,995,cop10,10,Mexico
2000,1236,cop10,10,Mexico
2002,1338,cop10,10,Mexico
2004,1473,cop10,10,Mexico
2008,1807,cop10,10,Mexico
2010,1740,cop10,10,Mexico
1983,9272,cop10,10,Netherlands
1987,9970,cop10,10,Netherlands
1990,11027,cop10,10,Netherlands
1993,9999,cop10,10,Netherlands
1999,12384,cop10,10,Netherlands
2004,12023,cop10,10,Netherlands
2007,13210,cop10,10,Netherlands
2010,13159,cop10,10,Netherlands
1979,7735,cop10,10,Norway
1986,10264,cop10,10,Norway
1991,10863,cop10,10,Norway
1995,11828,cop10,10,Norway
2000,12670,cop10,10,Norway
2004,13543,cop10,10,Norway
1995,2417,cop10,10,Poland
1999,3262,cop10,10,Poland
2004,3006,cop10,10,Poland
2007,3829,cop10,10,Poland
2010,4424,cop10,10,Poland
1980,4396,cop10,10,Spain
1985,4517,cop10,10,Spain
1990,5849,cop10,10,Spain
1995,5672,cop10,10,Spain
2000,7271,cop10,10,Spain
2004,7054,cop10,10,Spain
2007,7976,cop10,10,Spain
2010,6455,cop10,10,Spain
1981,7819,cop10,10,Sweden
1987,7764,cop10,10,Sweden
1992,9037,cop10,10,Sweden
1995,8831,cop10,10,Sweden
2000,9758,cop10,10,Sweden
2005,11369,cop10,10,Sweden
1982,12975,cop10,10,Switzerland
1992,12570,cop10,10,Switzerland
2000,13140,cop10,10,Switzerland
2002,13861,cop10,10,Switzerland
2004,13299,cop10,10,Switzerland
1979,6716,cop10,10,United Kingdom
1986,6718,cop10,10,United Kingdom
1991,6766,cop10,10,United Kingdom
1994,7761,cop10,10,United Kingdom
1995,7143,cop10,10,United Kingdom
1999,8300,cop10,10,United Kingdom
2004,10348,cop10,10,United Kingdom
2007,9008,cop10,10,United Kingdom
2010,9162,cop10,10,United Kingdom
1979,9726,cop10,10,United States
1986,9187,cop10,10,United States
1991,8996,cop10,10,United States
1994,8954,cop10,10,United States
1997,9799,cop10,10,United States
2000,10641,cop10,10,United States
2004,10396,cop10,10,United States
2007,10423,cop10,10,United States
2010,9645,cop10,10,United States
1981,10900,cop20,20,Australia
1985,10534,cop20,20,Australia
1989,10714,cop20,20,Australia
1995,9569,cop20,20,Australia
2001,10499,cop20,20,Australia
2003,10916,cop20,20,Australia
1987,13814,cop20,20,Austria
1994,14414,cop20,20,Austria
1995,11942,cop20,20,Austria
1997,13929,cop20,20,Austria
2000,14764,cop20,20,Austria
2004,15882,cop20,20,Austria
1985,10524,cop20,20,Belgium
1988,10900,cop20,20,Belgium
1992,11717,cop20,20,Belgium
1995,12354,cop20,20,Belgium
1997,12539,cop20,20,Belgium
2000,12883,cop20,20,Belgium
1981,13442,cop20,20,Canada
1987,14050,cop20,20,Canada
1991,14254,cop20,20,Canada
1994,14001,cop20,20,Canada
1997,13689,cop20,20,Canada
1998,13605,cop20,20,Canada
2000,13782,cop20,20,Canada
2004,14341,cop20,20,Canada
2007,15849,cop20,20,Canada
2010,15966,cop20,20,Canada
1987,11939,cop20,20,Denmark
1992,12066,cop20,20,Denmark
1995,13337,cop20,20,Denmark
2000,13921,cop20,20,Denmark
2004,14512,cop20,20,Denmark
2000,2961,cop20,20,Estonia
2004,3870,cop20,20,Estonia
2007,5971,cop20,20,Estonia
2010,5417,cop20,20,Estonia
1987,10571,cop20,20,Finland
1991,11792,cop20,20,Finland
1995,10627,cop20,20,Finland
2000,11014,cop20,20,Finland
2004,12367,cop20,20,Finland
2007,13131,cop20,20,Finland
2010,13523,cop20,20,Finland
1978,9011,cop20,20,France
1984,9834,cop20,20,France
1989,10464,cop20,20,France
1994,11826,cop20,20,France
2000,11905,cop20,20,France
2005,12302,cop20,20,France
1981,12762,cop20,20,Germany
1983,14723,cop20,20,Germany
1984,11946,cop20,20,Germany
1989,13859,cop20,20,Germany
1994,13309,cop20,20,Germany
2000,14589,cop20,20,Germany
2004,14103,cop20,20,Germany
2007,13785,cop20,20,Germany
2010,13554,cop20,20,Germany
1995,6280,cop20,20,Greece
2000,7082,cop20,20,Greece
2004,8973,cop20,20,Greece
2007,9813,cop20,20,Greece
2010,8521,cop20,20,Greece
1987,5643,cop20,20,Ireland
1994,7442,cop20,20,Ireland
1995,7596,cop20,20,Ireland
1996,8046,cop20,20,Ireland
2000,10219,cop20,20,Ireland
2004,11812,cop20,20,Ireland
2007,13877,cop20,20,Ireland
2010,12307,cop20,20,Ireland
1986,6339,cop20,20,Israel
1992,7600,cop20,20,Israel
1997,7098,cop20,20,Israel
2001,7585,cop20,20,Israel
2005,6922,cop20,20,Israel
2007,7575,cop20,20,Israel
2010,7531,cop20,20,Israel
1986,7784,cop20,20,Italy
1987,8000,cop20,20,Italy
1989,9171,cop20,20,Italy
1991,9274,cop20,20,Italy
1993,8064,cop20,20,Italy
1995,7995,cop20,20,Italy
1998,8535,cop20,20,Italy
2000,8757,cop20,20,Italy
2004,8973,cop20,20,Italy
2008,9428,cop20,20,Italy
2010,9197,cop20,20,Italy
1985,11969,cop20,20,Luxembourg
1991,17988,cop20,20,Luxembourg
1994,19841,cop20,20,Luxembourg
1997,19129,cop20,20,Luxembourg
2000,20634,cop20,20,Luxembourg
2004,23716,cop20,20,Luxembourg
2007,22997,cop20,20,Luxembourg
2010,22852,cop20,20,Luxembourg
1989,1938,cop20,20,Mexico
1992,2007,cop20,20,Mexico
1994,1938,cop20,20,Mexico
1996,1540,cop20,20,Mexico
1998,1528,cop20,20,Mexico
2000,1841,cop20,20,Mexico
2002,2018,cop20,20,Mexico
2004,2234,cop20,20,Mexico
2008,2885,cop20,20,Mexico
2010,2812,cop20,20,Mexico
1983,10919,cop20,20,Netherlands
1987,11464,cop20,20,Netherlands
1990,13163,cop20,20,Netherlands
1993,12360,cop20,20,Netherlands
1999,14868,cop20,20,Netherlands
2004,14606,cop20,20,Netherlands
2007,16117,cop20,20,Netherlands
2010,15866,cop20,20,Netherlands
1979,9639,cop20,20,Norway
1986,12956,cop20,20,Norway
1991,13641,cop20,20,Norway
1995,15034,cop20,20,Norway
2000,15668,cop20,20,Norway
2004,16918,cop20,20,Norway
1995,3272,cop20,20,Poland
1999,4173,cop20,20,Poland
2004,3937,cop20,20,Poland
2007,4889,cop20,20,Poland
2010,5644,cop20,20,Poland
1980,5756,cop20,20,Spain
1985,5724,cop20,20,Spain
1990,7453,cop20,20,Spain
1995,7687,cop20,20,Spain
2000,9621,cop20,20,Spain
2004,9494,cop20,20,Spain
2007,10615,cop20,20,Spain
2010,9108,cop20,20,Spain
1981,9380,cop20,20,Sweden
1987,9625,cop20,20,Sweden
1992,11121,cop20,20,Sweden
1995,11083,cop20,20,Sweden
2000,11923,cop20,20,Sweden
2005,13699,cop20,20,Sweden
1982,16305,cop20,20,Switzerland
1992,16291,cop20,20,Switzerland
2000,16329,cop20,20,Switzerland
2002,17115,cop20,20,Switzerland
2004,16839,cop20,20,Switzerland
1979,8416,cop20,20,United Kingdom
1986,8180,cop20,20,United Kingdom
1991,8594,cop20,20,United Kingdom
1994,9493,cop20,20,United Kingdom
1995,8945,cop20,20,United Kingdom
1999,10436,cop20,20,United Kingdom
2004,13051,cop20,20,United Kingdom
2007,12719,cop20,20,United Kingdom
2010,12569,cop20,20,United Kingdom
1979,13762,cop20,20,United States
1986,13168,cop20,20,United States
1991,13008,cop20,20,United States
1994,13000,cop20,20,United States
1997,13838,cop20,20,United States
2000,14914,cop20,20,United States
2004,14932,cop20,20,United States
2007,14932,cop20,20,United States
2010,14378,cop20,20,United States
1981,13232,cop30,30,Australia
1985,12838,cop30,30,Australia
1989,12931,cop30,30,Australia
1995,11541,cop30,30,Australia
2001,12870,cop30,30,Australia
2003,13247,cop30,30,Australia
1987,16036,cop30,30,Austria
1994,16830,cop30,30,Austria
1995,14097,cop30,30,Austria
1997,16068,cop30,30,Austria
2000,17103,cop30,30,Austria
2004,18443,cop30,30,Austria
1985,11821,cop30,30,Belgium
1988,12386,cop30,30,Belgium
1992,13256,cop30,30,Belgium
1995,14418,cop30,30,Belgium
1997,14510,cop30,30,Belgium
2000,15249,cop30,30,Belgium
1981,16536,cop30,30,Canada
1987,16861,cop30,30,Canada
1991,16825,cop30,30,Canada
1994,16740,cop30,30,Canada
1997,16435,cop30,30,Canada
1998,16563,cop30,30,Canada
2000,16570,cop30,30,Canada
2004,17644,cop30,30,Canada
2007,19227,cop30,30,Canada
2010,19649,cop30,30,Canada
1987,14516,cop30,30,Denmark
1992,14214,cop30,30,Denmark
1995,15521,cop30,30,Denmark
2000,16354,cop30,30,Denmark
2004,17027,cop30,30,Denmark
2000,3585,cop30,30,Estonia
2004,4705,cop30,30,Estonia
2007,7302,cop30,30,Estonia
2010,6551,cop30,30,Estonia
1987,12053,cop30,30,Finland
1991,13458,cop30,30,Finland
1995,11994,cop30,30,Finland
2000,12751,cop30,30,Finland
2004,14324,cop30,30,Finland
2007,15649,cop30,30,Finland
2010,15895,cop30,30,Finland
1978,10454,cop30,30,France
1984,11606,cop30,30,France
1989,12341,cop30,30,France
1994,13709,cop30,30,France
2000,13920,cop30,30,France
2005,14492,cop30,30,France
1981,14643,cop30,30,Germany
1983,16801,cop30,30,Germany
1984,13982,cop30,30,Germany
1989,15978,cop30,30,Germany
1994,15494,cop30,30,Germany
2000,16940,cop30,30,Germany
2004,16513,cop30,30,Germany
2007,16192,cop30,30,Germany
2010,16033,cop30,30,Germany
1995,7623,cop30,30,Greece
2000,8823,cop30,30,Greece
2004,11029,cop30,30,Greece
2007,11724,cop30,30,Greece
2010,10459,cop30,30,Greece
1987,6826,cop30,30,Ireland
1994,8813,cop30,30,Ireland
1995,9157,cop30,30,Ireland
1996,9873,cop30,30,Ireland
2000,13203,cop30,30,Ireland
2004,14530,cop30,30,Ireland
2007,16722,cop30,30,Ireland
2010,14488,cop30,30,Ireland
1986,7607,cop30,30,Israel
1992,9094,cop30,30,Israel
1997,8746,cop30,30,Israel
2001,9540,cop30,30,Israel
2005,8890,cop30,30,Israel
2007,9572,cop30,30,Israel
2010,9539,cop30,30,Israel
1986,9132,cop30,30,Italy
1987,9582,cop30,30,Italy
1989,10805,cop30,30,Italy
1991,11199,cop30,30,Italy
1993,9897,cop30,30,Italy
1995,9710,cop30,30,Italy
1998,10316,cop30,30,Italy
2000,10485,cop30,30,Italy
2004,10819,cop30,30,Italy
2008,11259,cop30,30,Italy
2010,11007,cop30,30,Italy
1985,13644,cop30,30,Luxembourg
1991,20914,cop30,30,Luxembourg
1994,22381,cop30,30,Luxembourg
1997,22259,cop30,30,Luxembourg
2000,23661,cop30,30,Luxembourg
2004,27013,cop30,30,Luxembourg
2007,27028,cop30,30,Luxembourg
2010,26166,cop30,30,Luxembourg
1989,2494,cop30,30,Mexico
1992,2602,cop30,30,Mexico
1994,2557,cop30,30,Mexico
1996,1990,cop30,30,Mexico
1998,2037,cop30,30,Mexico
2000,2436,cop30,30,Mexico
2002,2619,cop30,30,Mexico
2004,2819,cop30,30,Mexico
2008,3821,cop30,30,Mexico
2010,3722,cop30,30,Mexico
1983,12631,cop30,30,Netherlands
1987,13126,cop30,30,Netherlands
1990,15106,cop30,30,Netherlands
1993,14399,cop30,30,Netherlands
1999,16840,cop30,30,Netherlands
2004,16703,cop30,30,Netherlands
2007,18318,cop30,30,Netherlands
2010,18283,cop30,30,Netherlands
1979,11083,cop30,30,Norway
1986,15035,cop30,30,Norway
1991,15682,cop30,30,Norway
1995,17111,cop30,30,Norway
2000,18119,cop30,30,Norway
2004,19553,cop30,30,Norway
1995,3935,cop30,30,Poland
1999,4910,cop30,30,Poland
2004,4683,cop30,30,Poland
2007,5719,cop30,30,Poland
2010,6645,cop30,30,Poland
1980,7072,cop30,30,Spain
1985,6902,cop30,30,Spain
1990,8869,cop30,30,Spain
1995,9668,cop30,30,Spain
2000,11700,cop30,30,Spain
2004,11638,cop30,30,Spain
2007,13025,cop30,30,Spain
2010,11355,cop30,30,Spain
1981,10503,cop30,30,Sweden
1987,11124,cop30,30,Sweden
1992,12887,cop30,30,Sweden
1995,12447,cop30,30,Sweden
2000,13820,cop30,30,Sweden
2005,15812,cop30,30,Sweden
1982,18742,cop30,30,Switzerland
1992,18918,cop30,30,Switzerland
2000,19164,cop30,30,Switzerland
2002,19750,cop30,30,Switzerland
2004,19549,cop30,30,Switzerland
1979,10022,cop30,30,United Kingdom
1986,9673,cop30,30,United Kingdom
1991,10693,cop30,30,United Kingdom
1994,11325,cop30,30,United Kingdom
1995,10767,cop30,30,United Kingdom
1999,12714,cop30,30,United Kingdom
2004,15546,cop30,30,United Kingdom
2007,16021,cop30,30,United Kingdom
2010,15734,cop30,30,United Kingdom
1979,17312,cop30,30,United States
1986,17101,cop30,30,United States
1991,16706,cop30,30,United States
1994,16569,cop30,30,United States
1997,17488,cop30,30,United States
2000,18994,cop30,30,United States
2004,18960,cop30,30,United States
2007,19142,cop30,30,United States
2010,18396,cop30,30,United States
1981,15207,cop40,40,Australia
1985,14984,cop40,40,Australia
1989,15138,cop40,40,Australia
1995,13660,cop40,40,Australia
2001,15252,cop40,40,Australia
2003,15823,cop40,40,Australia
1987,18019,cop40,40,Austria
1994,18950,cop40,40,Austria
1995,16390,cop40,40,Austria
1997,18413,cop40,40,Austria
2000,19514,cop40,40,Austria
2004,20657,cop40,40,Austria
1985,13368,cop40,40,Belgium
1988,14038,cop40,40,Belgium
1992,15020,cop40,40,Belgium
1995,16648,cop40,40,Belgium
1997,16448,cop40,40,Belgium
2000,17692,cop40,40,Belgium
1981,19053,cop40,40,Canada
1987,19617,cop40,40,Canada
1991,19515,cop40,40,Canada
1994,19472,cop40,40,Canada
1997,19316,cop40,40,Canada
1998,19515,cop40,40,Canada
2000,19430,cop40,40,Canada
2004,20678,cop40,40,Canada
2007,22419,cop40,40,Canada
2010,23171,cop40,40,Canada
1987,16834,cop40,40,Denmark
1992,16354,cop40,40,Denmark
1995,17572,cop40,40,Denmark
2000,18576,cop40,40,Denmark
2004,19411,cop40,40,Denmark
2000,4235,cop40,40,Estonia
2004,5550,cop40,40,Estonia
2007,8734,cop40,40,Estonia
2010,7632,cop40,40,Estonia
1987,13533,cop40,40,Finland
1991,14921,cop40,40,Finland
1995,13323,cop40,40,Finland
2000,14467,cop40,40,Finland
2004,16311,cop40,40,Finland
2007,17892,cop40,40,Finland
2010,18195,cop40,40,Finland
1978,12129,cop40,40,France
1984,13406,cop40,40,France
1989,14160,cop40,40,France
1994,15601,cop40,40,France
2000,15779,cop40,40,France
2005,16461,cop40,40,France
1981,16276,cop40,40,Germany
1983,18880,cop40,40,Germany
1984,15827,cop40,40,Germany
1989,18079,cop40,40,Germany
1994,17385,cop40,40,Germany
2000,18902,cop40,40,Germany
2004,18705,cop40,40,Germany
2007,18333,cop40,40,Germany
2010,18364,cop40,40,Germany
1995,9199,cop40,40,Greece
2000,10558,cop40,40,Greece
2004,12801,cop40,40,Greece
2007,13762,cop40,40,Greece
2010,12239,cop40,40,Greece
1987,8162,cop40,40,Ireland
1994,10498,cop40,40,Ireland
1995,10918,cop40,40,Ireland
1996,11659,cop40,40,Ireland
2000,15556,cop40,40,Ireland
2004,17497,cop40,40,Ireland
2007,19721,cop40,40,Ireland
2010,16769,cop40,40,Ireland
1986,8933,cop40,40,Israel
1992,10612,cop40,40,Israel
1997,10351,cop40,40,Israel
2001,11568,cop40,40,Israel
2005,11205,cop40,40,Israel
2007,12052,cop40,40,Israel
2010,12187,cop40,40,Israel
1986,10567,cop40,40,Italy
1987,11189,cop40,40,Italy
1989,12851,cop40,40,Italy
1991,13231,cop40,40,Italy
1993,11778,cop40,40,Italy
1995,11555,cop40,40,Italy
1998,12269,cop40,40,Italy
2000,12503,cop40,40,Italy
2004,12693,cop40,40,Italy
2008,13321,cop40,40,Italy
2010,12922,cop40,40,Italy
1985,15428,cop40,40,Luxembourg
1991,23748,cop40,40,Luxembourg
1994,25012,cop40,40,Luxembourg
1997,25318,cop40,40,Luxembourg
2000,26599,cop40,40,Luxembourg
2004,30417,cop40,40,Luxembourg
2007,30098,cop40,40,Luxembourg
2010,29796,cop40,40,Luxembourg
1989,3051,cop40,40,Mexico
1992,3192,cop40,40,Mexico
1994,3200,cop40,40,Mexico
1996,2463,cop40,40,Mexico
1998,2599,cop40,40,Mexico
2000,3118,cop40,40,Mexico
2002,3281,cop40,40,Mexico
2004,3461,cop40,40,Mexico
2008,4807,cop40,40,Mexico
2010,4602,cop40,40,Mexico
1983,14168,cop40,40,Netherlands
1987,14681,cop40,40,Netherlands
1990,17085,cop40,40,Netherlands
1993,16209,cop40,40,Netherlands
1999,19042,cop40,40,Netherlands
2004,18756,cop40,40,Netherlands
2007,20582,cop40,40,Netherlands
2010,20480,cop40,40,Netherlands
1979,12298,cop40,40,Norway
1986,16822,cop40,40,Norway
1991,17425,cop40,40,Norway
1995,18876,cop40,40,Norway
2000,20299,cop40,40,Norway
2004,21958,cop40,40,Norway
1995,4533,cop40,40,Poland
1999,5594,cop40,40,Poland
2004,5394,cop40,40,Poland
2007,6540,cop40,40,Poland
2010,7658,cop40,40,Poland
1980,8308,cop40,40,Spain
1985,8045,cop40,40,Spain
1990,10284,cop40,40,Spain
1995,11272,cop40,40,Spain
2000,13952,cop40,40,Spain
2004,13847,cop40,40,Spain
2007,15247,cop40,40,Spain
2010,13503,cop40,40,Spain
1981,11545,cop40,40,Sweden
1987,12337,cop40,40,Sweden
1992,14422,cop40,40,Sweden
1995,13583,cop40,40,Sweden
2000,15514,cop40,40,Sweden
2005,17807,cop40,40,Sweden
1982,21074,cop40,40,Switzerland
1992,21554,cop40,40,Switzerland
2000,21689,cop40,40,Switzerland
2002,22869,cop40,40,Switzerland
2004,22209,cop40,40,Switzerland
1979,11554,cop40,40,United Kingdom
1986,11315,cop40,40,United Kingdom
1991,12980,cop40,40,United Kingdom
1994,13428,cop40,40,United Kingdom
1995,12998,cop40,40,United Kingdom
1999,15241,cop40,40,United Kingdom
2004,18409,cop40,40,United Kingdom
2007,19238,cop40,40,United Kingdom
2010,18730,cop40,40,United Kingdom
1979,20541,cop40,40,United States
1986,20759,cop40,40,United States
1991,20417,cop40,40,United States
1994,20159,cop40,40,United States
1997,21331,cop40,40,United States
2000,23079,cop40,40,United States
2004,23269,cop40,40,United States
2007,23432,cop40,40,United States
2010,22559,cop40,40,United States
1981,17427,cop50,50,Australia
1985,17389,cop50,50,Australia
1989,17559,cop50,50,Australia
1995,16167,cop50,50,Australia
2001,18113,cop50,50,Australia
2003,18358,cop50,50,Australia
1987,19815,cop50,50,Austria
1994,21226,cop50,50,Austria
1995,18631,cop50,50,Austria
1997,20523,cop50,50,Austria
2000,21797,cop50,50,Austria
2004,23163,cop50,50,Austria
1985,14987,cop50,50,Belgium
1988,15623,cop50,50,Belgium
1992,16673,cop50,50,Belgium
1995,19092,cop50,50,Belgium
1997,18636,cop50,50,Belgium
2000,20037,cop50,50,Belgium
1981,21729,cop50,50,Canada
1987,22308,cop50,50,Canada
1991,22160,cop50,50,Canada
1994,22171,cop50,50,Canada
1997,22107,cop50,50,Canada
1998,22545,cop50,50,Canada
2000,22335,cop50,50,Canada
2004,23845,cop50,50,Canada
2007,25903,cop50,50,Canada
2010,26762,cop50,50,Canada
1987,18798,cop50,50,Denmark
1992,18213,cop50,50,Denmark
1995,19466,cop50,50,Denmark
2000,20589,cop50,50,Denmark
2004,21624,cop50,50,Denmark
2000,4930,cop50,50,Estonia
2004,6529,cop50,50,Estonia
2007,10129,cop50,50,Estonia
2010,8944,cop50,50,Estonia
1987,14793,cop50,50,Finland
1991,16240,cop50,50,Finland
1995,14567,cop50,50,Finland
2000,16180,cop50,50,Finland
2004,18265,cop50,50,Finland
2007,19950,cop50,50,Finland
2010,20430,cop50,50,Finland
1978,13915,cop50,50,France
1984,15227,cop50,50,France
1989,15955,cop50,50,France
1994,17508,cop50,50,France
2000,17648,cop50,50,France
2005,18411,cop50,50,France
1981,18114,cop50,50,Germany
1983,21151,cop50,50,Germany
1984,17715,cop50,50,Germany
1989,19902,cop50,50,Germany
1994,19472,cop50,50,Germany
2000,20969,cop50,50,Germany
2004,20953,cop50,50,Germany
2007,20562,cop50,50,Germany
2010,20906,cop50,50,Germany
1995,10821,cop50,50,Greece
2000,12173,cop50,50,Greece
2004,14737,cop50,50,Greece
2007,15975,cop50,50,Greece
2010,14527,cop50,50,Greece
1987,9405,cop50,50,Ireland
1994,12482,cop50,50,Ireland
1995,12976,cop50,50,Ireland
1996,13812,cop50,50,Ireland
2000,18144,cop50,50,Ireland
2004,20547,cop50,50,Ireland
2007,22755,cop50,50,Ireland
2010,19399,cop50,50,Ireland
1986,10397,cop50,50,Israel
1992,12216,cop50,50,Israel
1997,12366,cop50,50,Israel
2001,13745,cop50,50,Israel
2005,13528,cop50,50,Israel
2007,14646,cop50,50,Israel
2010,15174,cop50,50,Israel
1986,12328,cop50,50,Italy
1987,13081,cop50,50,Italy
1989,14662,cop50,50,Italy
1991,15183,cop50,50,Italy
1993,13997,cop50,50,Italy
1995,13682,cop50,50,Italy
1998,14394,cop50,50,Italy
2000,14613,cop50,50,Italy
2004,14997,cop50,50,Italy
2008,15636,cop50,50,Italy
2010,15164,cop50,50,Italy
1985,17007,cop50,50,Luxembourg
1991,26410,cop50,50,Luxembourg
1994,28249,cop50,50,Luxembourg
